"","Date","Precip.MM","MonthNumber","Month","Year","Season"
"1840",1864-04-28,45.8,4,"Apr",1864,"Spring"
"1841",1864-05-28,52.6,5,"May",1864,"Spring"
"1842",1864-06-28,80,6,"Jun",1864,"Summer"
"1843",1864-07-28,39.7,7,"Jul",1864,"Summer"
"1844",1864-08-28,54.8,8,"Aug",1864,"Summer"
"1845",1864-09-28,96.8,9,"Sep",1864,"Autumn"
"1846",1864-10-28,97.4,10,"Oct",1864,"Autumn"
"1847",1864-11-28,156.6,11,"Nov",1864,"Autumn"
"1848",1864-12-28,81.8,12,"Dec",1864,"Winter"
"1849",1865-01-28,120.4,1,"Jan",1865,"Winter"
"1850",1865-02-28,92.1,2,"Feb",1865,"Winter"
"1851",1865-03-28,78.6,3,"Mar",1865,"Spring"
"1852",1865-04-28,36.2,4,"Apr",1865,"Spring"
"1853",1865-05-28,111.1,5,"May",1865,"Spring"
"1854",1865-06-28,26,6,"Jun",1865,"Summer"
"1855",1865-07-28,85.2,7,"Jul",1865,"Summer"
"1856",1865-08-28,126.5,8,"Aug",1865,"Summer"
"1857",1865-09-28,29.6,9,"Sep",1865,"Autumn"
"1858",1865-10-28,144.7,10,"Oct",1865,"Autumn"
"1859",1865-11-28,161.3,11,"Nov",1865,"Autumn"
"1860",1865-12-28,127.2,12,"Dec",1865,"Winter"
"1861",1866-01-28,146.9,1,"Jan",1866,"Winter"
"1862",1866-02-28,84.6,2,"Feb",1866,"Winter"
"1863",1866-03-28,100.3,3,"Mar",1866,"Spring"
"1864",1866-04-28,68.4,4,"Apr",1866,"Spring"
"1865",1866-05-28,46.5,5,"May",1866,"Spring"
"1866",1866-06-28,89.2,6,"Jun",1866,"Summer"
"1867",1866-07-28,47.7,7,"Jul",1866,"Summer"
"1868",1866-08-28,112,8,"Aug",1866,"Summer"
"1869",1866-09-28,129.2,9,"Sep",1866,"Autumn"
"1870",1866-10-28,69.2,10,"Oct",1866,"Autumn"
"1871",1866-11-28,89.2,11,"Nov",1866,"Autumn"
"1872",1866-12-28,118.4,12,"Dec",1866,"Winter"
"1873",1867-01-28,104.6,1,"Jan",1867,"Winter"
"1874",1867-02-28,89.6,2,"Feb",1867,"Winter"
"1875",1867-03-28,83.3,3,"Mar",1867,"Spring"
"1876",1867-04-28,97.1,4,"Apr",1867,"Spring"
"1877",1867-05-28,106.9,5,"May",1867,"Spring"
"1878",1867-06-28,33.8,6,"Jun",1867,"Summer"
"1879",1867-07-28,99.6,7,"Jul",1867,"Summer"
"1880",1867-08-28,85.8,8,"Aug",1867,"Summer"
"1881",1867-09-28,71.9,9,"Sep",1867,"Autumn"
"1882",1867-10-28,144.9,10,"Oct",1867,"Autumn"
"1883",1867-11-28,32.5,11,"Nov",1867,"Autumn"
"1884",1867-12-28,62.7,12,"Dec",1867,"Winter"
"1885",1868-01-28,132.1,1,"Jan",1868,"Winter"
"1886",1868-02-28,80.2,2,"Feb",1868,"Winter"
"1887",1868-03-28,104.7,3,"Mar",1868,"Spring"
"1888",1868-04-28,69.1,4,"Apr",1868,"Spring"
"1889",1868-05-28,69.7,5,"May",1868,"Spring"
"1890",1868-06-28,35,6,"Jun",1868,"Summer"
"1891",1868-07-28,40.8,7,"Jul",1868,"Summer"
"1892",1868-08-28,130.1,8,"Aug",1868,"Summer"
"1893",1868-09-28,91.5,9,"Sep",1868,"Autumn"
"1894",1868-10-28,92.1,10,"Oct",1868,"Autumn"
"1895",1868-11-28,109.3,11,"Nov",1868,"Autumn"
"1896",1868-12-28,192.8,12,"Dec",1868,"Winter"
"1897",1869-01-28,149.5,1,"Jan",1869,"Winter"
"1898",1869-02-28,101.3,2,"Feb",1869,"Winter"
"1899",1869-03-28,76.2,3,"Mar",1869,"Spring"
"1900",1869-04-28,73.3,4,"Apr",1869,"Spring"
"1901",1869-05-28,95.5,5,"May",1869,"Spring"
"1902",1869-06-28,28.1,6,"Jun",1869,"Summer"
"1903",1869-07-28,62.4,7,"Jul",1869,"Summer"
"1904",1869-08-28,42.6,8,"Aug",1869,"Summer"
"1905",1869-09-28,159.3,9,"Sep",1869,"Autumn"
"1906",1869-10-28,41.8,10,"Oct",1869,"Autumn"
"1907",1869-11-28,103,11,"Nov",1869,"Autumn"
"1908",1869-12-28,142.2,12,"Dec",1869,"Winter"
"1909",1870-01-28,106.6,1,"Jan",1870,"Winter"
"1910",1870-02-28,79,2,"Feb",1870,"Winter"
"1911",1870-03-28,60,3,"Mar",1870,"Spring"
"1912",1870-04-28,41,4,"Apr",1870,"Spring"
"1913",1870-05-28,74.5,5,"May",1870,"Spring"
"1914",1870-06-28,31.6,6,"Jun",1870,"Summer"
"1915",1870-07-28,41.5,7,"Jul",1870,"Summer"
"1916",1870-08-28,60.4,8,"Aug",1870,"Summer"
"1917",1870-09-28,81.8,9,"Sep",1870,"Autumn"
"1918",1870-10-28,207.1,10,"Oct",1870,"Autumn"
"1919",1870-11-28,69.3,11,"Nov",1870,"Autumn"
"1920",1870-12-28,76.1,12,"Dec",1870,"Winter"
"1921",1871-01-28,125.9,1,"Jan",1871,"Winter"
"1922",1871-02-28,93.7,2,"Feb",1871,"Winter"
"1923",1871-03-28,69.3,3,"Mar",1871,"Spring"
"1924",1871-04-28,106.2,4,"Apr",1871,"Spring"
"1925",1871-05-28,26.3,5,"May",1871,"Spring"
"1926",1871-06-28,81.6,6,"Jun",1871,"Summer"
"1927",1871-07-28,148.2,7,"Jul",1871,"Summer"
"1928",1871-08-28,74.8,8,"Aug",1871,"Summer"
"1929",1871-09-28,83.3,9,"Sep",1871,"Autumn"
"1930",1871-10-28,111,10,"Oct",1871,"Autumn"
"1931",1871-11-28,80,11,"Nov",1871,"Autumn"
"1932",1871-12-28,76.1,12,"Dec",1871,"Winter"
"1933",1872-01-28,152.9,1,"Jan",1872,"Winter"
"1934",1872-02-28,117.6,2,"Feb",1872,"Winter"
"1935",1872-03-28,89.5,3,"Mar",1872,"Spring"
"1936",1872-04-28,69.3,4,"Apr",1872,"Spring"
"1937",1872-05-28,56.7,5,"May",1872,"Spring"
"1938",1872-06-28,110.5,6,"Jun",1872,"Summer"
"1939",1872-07-28,88.2,7,"Jul",1872,"Summer"
"1940",1872-08-28,115.7,8,"Aug",1872,"Summer"
"1941",1872-09-28,124.6,9,"Sep",1872,"Autumn"
"1942",1872-10-28,140,10,"Oct",1872,"Autumn"
"1943",1872-11-28,145.2,11,"Nov",1872,"Autumn"
"1944",1872-12-28,194.7,12,"Dec",1872,"Winter"
"1945",1873-01-28,160,1,"Jan",1873,"Winter"
"1946",1873-02-28,43.9,2,"Feb",1873,"Winter"
"1947",1873-03-28,91.7,3,"Mar",1873,"Spring"
"1948",1873-04-28,38.8,4,"Apr",1873,"Spring"
"1949",1873-05-28,57.6,5,"May",1873,"Spring"
"1950",1873-06-28,50,6,"Jun",1873,"Summer"
"1951",1873-07-28,134,7,"Jul",1873,"Summer"
"1952",1873-08-28,151.7,8,"Aug",1873,"Summer"
"1953",1873-09-28,94.5,9,"Sep",1873,"Autumn"
"1954",1873-10-28,112.7,10,"Oct",1873,"Autumn"
"1955",1873-11-28,75.2,11,"Nov",1873,"Autumn"
"1956",1873-12-28,35.4,12,"Dec",1873,"Winter"
"1957",1874-01-28,81.2,1,"Jan",1874,"Winter"
"1958",1874-02-28,80.6,2,"Feb",1874,"Winter"
"1959",1874-03-28,54.1,3,"Mar",1874,"Spring"
"1960",1874-04-28,62,4,"Apr",1874,"Spring"
"1961",1874-05-28,38.9,5,"May",1874,"Spring"
"1962",1874-06-28,43,6,"Jun",1874,"Summer"
"1963",1874-07-28,82,7,"Jul",1874,"Summer"
"1964",1874-08-28,120.5,8,"Aug",1874,"Summer"
"1965",1874-09-28,107.6,9,"Sep",1874,"Autumn"
"1966",1874-10-28,137.9,10,"Oct",1874,"Autumn"
"1967",1874-11-28,118.7,11,"Nov",1874,"Autumn"
"1968",1874-12-28,122.4,12,"Dec",1874,"Winter"
"1969",1875-01-28,166.6,1,"Jan",1875,"Winter"
"1970",1875-02-28,53.1,2,"Feb",1875,"Winter"
"1971",1875-03-28,40.6,3,"Mar",1875,"Spring"
"1972",1875-04-28,35.4,4,"Apr",1875,"Spring"
"1973",1875-05-28,67.9,5,"May",1875,"Spring"
"1974",1875-06-28,94.8,6,"Jun",1875,"Summer"
"1975",1875-07-28,79,7,"Jul",1875,"Summer"
"1976",1875-08-28,81.6,8,"Aug",1875,"Summer"
"1977",1875-09-28,149.1,9,"Sep",1875,"Autumn"
"1978",1875-10-28,173.1,10,"Oct",1875,"Autumn"
"1979",1875-11-28,118.5,11,"Nov",1875,"Autumn"
"1980",1875-12-28,66.1,12,"Dec",1875,"Winter"
"1981",1876-01-28,56,1,"Jan",1876,"Winter"
"1982",1876-02-28,134.4,2,"Feb",1876,"Winter"
"1983",1876-03-28,111.2,3,"Mar",1876,"Spring"
"1984",1876-04-28,81.4,4,"Apr",1876,"Spring"
"1985",1876-05-28,20.1,5,"May",1876,"Spring"
"1986",1876-06-28,51.8,6,"Jun",1876,"Summer"
"1987",1876-07-28,51.9,7,"Jul",1876,"Summer"
"1988",1876-08-28,103.3,8,"Aug",1876,"Summer"
"1989",1876-09-28,125.7,9,"Sep",1876,"Autumn"
"1990",1876-10-28,134.8,10,"Oct",1876,"Autumn"
"1991",1876-11-28,131.2,11,"Nov",1876,"Autumn"
"1992",1876-12-28,205,12,"Dec",1876,"Winter"
"1993",1877-01-28,170.9,1,"Jan",1877,"Winter"
"1994",1877-02-28,74.2,2,"Feb",1877,"Winter"
"1995",1877-03-28,86.2,3,"Mar",1877,"Spring"
"1996",1877-04-28,118.2,4,"Apr",1877,"Spring"
"1997",1877-05-28,76.3,5,"May",1877,"Spring"
"1998",1877-06-28,83.4,6,"Jun",1877,"Summer"
"1999",1877-07-28,82.8,7,"Jul",1877,"Summer"
"2000",1877-08-28,141.5,8,"Aug",1877,"Summer"
"2001",1877-09-28,79.3,9,"Sep",1877,"Autumn"
"2002",1877-10-28,136.3,10,"Oct",1877,"Autumn"
"2003",1877-11-28,162.4,11,"Nov",1877,"Autumn"
"2004",1877-12-28,118.4,12,"Dec",1877,"Winter"
"2005",1878-01-28,94.8,1,"Jan",1878,"Winter"
"2006",1878-02-28,62.4,2,"Feb",1878,"Winter"
"2007",1878-03-28,46.3,3,"Mar",1878,"Spring"
"2008",1878-04-28,75.4,4,"Apr",1878,"Spring"
"2009",1878-05-28,122,5,"May",1878,"Spring"
"2010",1878-06-28,133.9,6,"Jun",1878,"Summer"
"2011",1878-07-28,40.5,7,"Jul",1878,"Summer"
"2012",1878-08-28,114.8,8,"Aug",1878,"Summer"
"2013",1878-09-28,92.7,9,"Sep",1878,"Autumn"
"2014",1878-10-28,107.7,10,"Oct",1878,"Autumn"
"2015",1878-11-28,66.1,11,"Nov",1878,"Autumn"
"2016",1878-12-28,67.4,12,"Dec",1878,"Winter"
"2017",1879-01-28,101.7,1,"Jan",1879,"Winter"
"2018",1879-02-28,120.4,2,"Feb",1879,"Winter"
"2019",1879-03-28,55.1,3,"Mar",1879,"Spring"
"2020",1879-04-28,70.5,4,"Apr",1879,"Spring"
"2021",1879-05-28,71,5,"May",1879,"Spring"
"2022",1879-06-28,155,6,"Jun",1879,"Summer"
"2023",1879-07-28,119.9,7,"Jul",1879,"Summer"
"2024",1879-08-28,122.6,8,"Aug",1879,"Summer"
"2025",1879-09-28,121.6,9,"Sep",1879,"Autumn"
"2026",1879-10-28,47.4,10,"Oct",1879,"Autumn"
"2027",1879-11-28,28.6,11,"Nov",1879,"Autumn"
"2028",1879-12-28,56.5,12,"Dec",1879,"Winter"
"2029",1880-01-28,47.7,1,"Jan",1880,"Winter"
"2030",1880-02-28,107.4,2,"Feb",1880,"Winter"
"2031",1880-03-28,91.9,3,"Mar",1880,"Spring"
"2032",1880-04-28,100.7,4,"Apr",1880,"Spring"
"2033",1880-05-28,37.4,5,"May",1880,"Spring"
"2034",1880-06-28,88.5,6,"Jun",1880,"Summer"
"2035",1880-07-28,146.3,7,"Jul",1880,"Summer"
"2036",1880-08-28,52,8,"Aug",1880,"Summer"
"2037",1880-09-28,84.8,9,"Sep",1880,"Autumn"
"2038",1880-10-28,85.8,10,"Oct",1880,"Autumn"
"2039",1880-11-28,133.4,11,"Nov",1880,"Autumn"
"2040",1880-12-28,99.2,12,"Dec",1880,"Winter"
"2041",1881-01-28,36.5,1,"Jan",1881,"Winter"
"2042",1881-02-28,118.1,2,"Feb",1881,"Winter"
"2043",1881-03-28,103.5,3,"Mar",1881,"Spring"
"2044",1881-04-28,45.2,4,"Apr",1881,"Spring"
"2045",1881-05-28,66.8,5,"May",1881,"Spring"
"2046",1881-06-28,128.1,6,"Jun",1881,"Summer"
"2047",1881-07-28,69.6,7,"Jul",1881,"Summer"
"2048",1881-08-28,130.3,8,"Aug",1881,"Summer"
"2049",1881-09-28,74.4,9,"Sep",1881,"Autumn"
"2050",1881-10-28,103.8,10,"Oct",1881,"Autumn"
"2051",1881-11-28,146.7,11,"Nov",1881,"Autumn"
"2052",1881-12-28,125.4,12,"Dec",1881,"Winter"
"2053",1882-01-28,80.2,1,"Jan",1882,"Winter"
"2054",1882-02-28,94.5,2,"Feb",1882,"Winter"
"2055",1882-03-28,84.2,3,"Mar",1882,"Spring"
"2056",1882-04-28,117.6,4,"Apr",1882,"Spring"
"2057",1882-05-28,77.3,5,"May",1882,"Spring"
"2058",1882-06-28,97.3,6,"Jun",1882,"Summer"
"2059",1882-07-28,138.7,7,"Jul",1882,"Summer"
"2060",1882-08-28,90.8,8,"Aug",1882,"Summer"
"2061",1882-09-28,91.8,9,"Sep",1882,"Autumn"
"2062",1882-10-28,115.7,10,"Oct",1882,"Autumn"
"2063",1882-11-28,148.3,11,"Nov",1882,"Autumn"
"2064",1882-12-28,116.2,12,"Dec",1882,"Winter"
"2065",1883-01-28,167.2,1,"Jan",1883,"Winter"
"2066",1883-02-28,174.4,2,"Feb",1883,"Winter"
"2067",1883-03-28,49.1,3,"Mar",1883,"Spring"
"2068",1883-04-28,66.7,4,"Apr",1883,"Spring"
"2069",1883-05-28,62.3,5,"May",1883,"Spring"
"2070",1883-06-28,59.8,6,"Jun",1883,"Summer"
"2071",1883-07-28,108,7,"Jul",1883,"Summer"
"2072",1883-08-28,109.7,8,"Aug",1883,"Summer"
"2073",1883-09-28,134.1,9,"Sep",1883,"Autumn"
"2074",1883-10-28,99.4,10,"Oct",1883,"Autumn"
"2075",1883-11-28,127,11,"Nov",1883,"Autumn"
"2076",1883-12-28,57,12,"Dec",1883,"Winter"
"2077",1884-01-28,145,1,"Jan",1884,"Winter"
"2078",1884-02-28,156.7,2,"Feb",1884,"Winter"
"2079",1884-03-28,117.9,3,"Mar",1884,"Spring"
"2080",1884-04-28,45.2,4,"Apr",1884,"Spring"
"2081",1884-05-28,71.9,5,"May",1884,"Spring"
"2082",1884-06-28,26.3,6,"Jun",1884,"Summer"
"2083",1884-07-28,94.4,7,"Jul",1884,"Summer"
"2084",1884-08-28,49.6,8,"Aug",1884,"Summer"
"2085",1884-09-28,72.2,9,"Sep",1884,"Autumn"
"2086",1884-10-28,73.1,10,"Oct",1884,"Autumn"
"2087",1884-11-28,97.3,11,"Nov",1884,"Autumn"
"2088",1884-12-28,116.6,12,"Dec",1884,"Winter"
"2089",1885-01-28,98.2,1,"Jan",1885,"Winter"
"2090",1885-02-28,127,2,"Feb",1885,"Winter"
"2091",1885-03-28,75.9,3,"Mar",1885,"Spring"
"2092",1885-04-28,90.2,4,"Apr",1885,"Spring"
"2093",1885-05-28,72.4,5,"May",1885,"Spring"
"2094",1885-06-28,30.3,6,"Jun",1885,"Summer"
"2095",1885-07-28,56.9,7,"Jul",1885,"Summer"
"2096",1885-08-28,84,8,"Aug",1885,"Summer"
"2097",1885-09-28,144,9,"Sep",1885,"Autumn"
"2098",1885-10-28,115.2,10,"Oct",1885,"Autumn"
"2099",1885-11-28,74.4,11,"Nov",1885,"Autumn"
"2100",1885-12-28,46.7,12,"Dec",1885,"Winter"
"2101",1886-01-28,112.6,1,"Jan",1886,"Winter"
"2102",1886-02-28,82.6,2,"Feb",1886,"Winter"
"2103",1886-03-28,100.7,3,"Mar",1886,"Spring"
"2104",1886-04-28,62.8,4,"Apr",1886,"Spring"
"2105",1886-05-28,111.8,5,"May",1886,"Spring"
"2106",1886-06-28,44,6,"Jun",1886,"Summer"
"2107",1886-07-28,103.1,7,"Jul",1886,"Summer"
"2108",1886-08-28,75.6,8,"Aug",1886,"Summer"
"2109",1886-09-28,109.2,9,"Sep",1886,"Autumn"
"2110",1886-10-28,150.9,10,"Oct",1886,"Autumn"
"2111",1886-11-28,91.3,11,"Nov",1886,"Autumn"
"2112",1886-12-28,146.1,12,"Dec",1886,"Winter"
"2113",1887-01-28,102.2,1,"Jan",1887,"Winter"
"2114",1887-02-28,47.4,2,"Feb",1887,"Winter"
"2115",1887-03-28,45.3,3,"Mar",1887,"Spring"
"2116",1887-04-28,49.8,4,"Apr",1887,"Spring"
"2117",1887-05-28,38.8,5,"May",1887,"Spring"
"2118",1887-06-28,14.9,6,"Jun",1887,"Summer"
"2119",1887-07-28,71.6,7,"Jul",1887,"Summer"
"2120",1887-08-28,84.4,8,"Aug",1887,"Summer"
"2121",1887-09-28,85.5,9,"Sep",1887,"Autumn"
"2122",1887-10-28,69.9,10,"Oct",1887,"Autumn"
"2123",1887-11-28,94.4,11,"Nov",1887,"Autumn"
"2124",1887-12-28,84.8,12,"Dec",1887,"Winter"
"2125",1888-01-28,89.7,1,"Jan",1888,"Winter"
"2126",1888-02-28,25.7,2,"Feb",1888,"Winter"
"2127",1888-03-28,98.3,3,"Mar",1888,"Spring"
"2128",1888-04-28,55.9,4,"Apr",1888,"Spring"
"2129",1888-05-28,76.7,5,"May",1888,"Spring"
"2130",1888-06-28,121.9,6,"Jun",1888,"Summer"
"2131",1888-07-28,139.8,7,"Jul",1888,"Summer"
"2132",1888-08-28,88.4,8,"Aug",1888,"Summer"
"2133",1888-09-28,33.2,9,"Sep",1888,"Autumn"
"2134",1888-10-28,65,10,"Oct",1888,"Autumn"
"2135",1888-11-28,129.3,11,"Nov",1888,"Autumn"
"2136",1888-12-28,142,12,"Dec",1888,"Winter"
"2137",1889-01-28,90.3,1,"Jan",1889,"Winter"
"2138",1889-02-28,81.1,2,"Feb",1889,"Winter"
"2139",1889-03-28,50.5,3,"Mar",1889,"Spring"
"2140",1889-04-28,74.6,4,"Apr",1889,"Spring"
"2141",1889-05-28,102.7,5,"May",1889,"Spring"
"2142",1889-06-28,28,6,"Jun",1889,"Summer"
"2143",1889-07-28,63.7,7,"Jul",1889,"Summer"
"2144",1889-08-28,160.4,8,"Aug",1889,"Summer"
"2145",1889-09-28,55.1,9,"Sep",1889,"Autumn"
"2146",1889-10-28,135.2,10,"Oct",1889,"Autumn"
"2147",1889-11-28,57.5,11,"Nov",1889,"Autumn"
"2148",1889-12-28,109.1,12,"Dec",1889,"Winter"
"2149",1890-01-28,143.3,1,"Jan",1890,"Winter"
"2150",1890-02-28,45.7,2,"Feb",1890,"Winter"
"2151",1890-03-28,97.9,3,"Mar",1890,"Spring"
"2152",1890-04-28,45.9,4,"Apr",1890,"Spring"
"2153",1890-05-28,75.9,5,"May",1890,"Spring"
"2154",1890-06-28,88.2,6,"Jun",1890,"Summer"
"2155",1890-07-28,73.1,7,"Jul",1890,"Summer"
"2156",1890-08-28,84.7,8,"Aug",1890,"Summer"
"2157",1890-09-28,85.3,9,"Sep",1890,"Autumn"
"2158",1890-10-28,65,10,"Oct",1890,"Autumn"
"2159",1890-11-28,171.8,11,"Nov",1890,"Autumn"
"2160",1890-12-28,70.3,12,"Dec",1890,"Winter"
"2161",1891-01-28,58.7,1,"Jan",1891,"Winter"
"2162",1891-02-28,10.1,2,"Feb",1891,"Winter"
"2163",1891-03-28,48.5,3,"Mar",1891,"Spring"
"2164",1891-04-28,61.4,4,"Apr",1891,"Spring"
"2165",1891-05-28,87.7,5,"May",1891,"Spring"
"2166",1891-06-28,74.2,6,"Jun",1891,"Summer"
"2167",1891-07-28,53.6,7,"Jul",1891,"Summer"
"2168",1891-08-28,161.3,8,"Aug",1891,"Summer"
"2169",1891-09-28,82.9,9,"Sep",1891,"Autumn"
"2170",1891-10-28,141.8,10,"Oct",1891,"Autumn"
"2171",1891-11-28,103.1,11,"Nov",1891,"Autumn"
"2172",1891-12-28,158.8,12,"Dec",1891,"Winter"
"2173",1892-01-28,70.9,1,"Jan",1892,"Winter"
"2174",1892-02-28,81,2,"Feb",1892,"Winter"
"2175",1892-03-28,27.9,3,"Mar",1892,"Spring"
"2176",1892-04-28,32.6,4,"Apr",1892,"Spring"
"2177",1892-05-28,112.3,5,"May",1892,"Spring"
"2178",1892-06-28,70.7,6,"Jun",1892,"Summer"
"2179",1892-07-28,90.1,7,"Jul",1892,"Summer"
"2180",1892-08-28,164.6,8,"Aug",1892,"Summer"
"2181",1892-09-28,101.3,9,"Sep",1892,"Autumn"
"2182",1892-10-28,89.7,10,"Oct",1892,"Autumn"
"2183",1892-11-28,134.3,11,"Nov",1892,"Autumn"
"2184",1892-12-28,74.8,12,"Dec",1892,"Winter"
"2185",1893-01-28,88.3,1,"Jan",1893,"Winter"
"2186",1893-02-28,102.2,2,"Feb",1893,"Winter"
"2187",1893-03-28,23.6,3,"Mar",1893,"Spring"
"2188",1893-04-28,29.8,4,"Apr",1893,"Spring"
"2189",1893-05-28,50,5,"May",1893,"Spring"
"2190",1893-06-28,53.2,6,"Jun",1893,"Summer"
"2191",1893-07-28,74.2,7,"Jul",1893,"Summer"
"2192",1893-08-28,113.7,8,"Aug",1893,"Summer"
"2193",1893-09-28,58.2,9,"Sep",1893,"Autumn"
"2194",1893-10-28,81.4,10,"Oct",1893,"Autumn"
"2195",1893-11-28,65.3,11,"Nov",1893,"Autumn"
"2196",1893-12-28,116.7,12,"Dec",1893,"Winter"
"2197",1894-01-28,131.9,1,"Jan",1894,"Winter"
"2198",1894-02-28,94.9,2,"Feb",1894,"Winter"
"2199",1894-03-28,62.2,3,"Mar",1894,"Spring"
"2200",1894-04-28,107.6,4,"Apr",1894,"Spring"
"2201",1894-05-28,72.3,5,"May",1894,"Spring"
"2202",1894-06-28,62.8,6,"Jun",1894,"Summer"
"2203",1894-07-28,114.1,7,"Jul",1894,"Summer"
"2204",1894-08-28,88.7,8,"Aug",1894,"Summer"
"2205",1894-09-28,16.3,9,"Sep",1894,"Autumn"
"2206",1894-10-28,123.3,10,"Oct",1894,"Autumn"
"2207",1894-11-28,116.4,11,"Nov",1894,"Autumn"
"2208",1894-12-28,97.2,12,"Dec",1894,"Winter"
"2209",1895-01-28,103.4,1,"Jan",1895,"Winter"
"2210",1895-02-28,29.8,2,"Feb",1895,"Winter"
"2211",1895-03-28,99.5,3,"Mar",1895,"Spring"
"2212",1895-04-28,57.7,4,"Apr",1895,"Spring"
"2213",1895-05-28,18.3,5,"May",1895,"Spring"
"2214",1895-06-28,59.2,6,"Jun",1895,"Summer"
"2215",1895-07-28,124.4,7,"Jul",1895,"Summer"
"2216",1895-08-28,139,8,"Aug",1895,"Summer"
"2217",1895-09-28,28.5,9,"Sep",1895,"Autumn"
"2218",1895-10-28,104.3,10,"Oct",1895,"Autumn"
"2219",1895-11-28,141.8,11,"Nov",1895,"Autumn"
"2220",1895-12-28,155,12,"Dec",1895,"Winter"
"2221",1896-01-28,48.8,1,"Jan",1896,"Winter"
"2222",1896-02-28,56.5,2,"Feb",1896,"Winter"
"2223",1896-03-28,119.7,3,"Mar",1896,"Spring"
"2224",1896-04-28,35.5,4,"Apr",1896,"Spring"
"2225",1896-05-28,11.2,5,"May",1896,"Spring"
"2226",1896-06-28,70.7,6,"Jun",1896,"Summer"
"2227",1896-07-28,148.5,7,"Jul",1896,"Summer"
"2228",1896-08-28,59.9,8,"Aug",1896,"Summer"
"2229",1896-09-28,159.2,9,"Sep",1896,"Autumn"
"2230",1896-10-28,101,10,"Oct",1896,"Autumn"
"2231",1896-11-28,34.8,11,"Nov",1896,"Autumn"
"2232",1896-12-28,165.6,12,"Dec",1896,"Winter"
"2233",1897-01-28,73.1,1,"Jan",1897,"Winter"
"2234",1897-02-28,72.5,2,"Feb",1897,"Winter"
"2235",1897-03-28,147.3,3,"Mar",1897,"Spring"
"2236",1897-04-28,112,4,"Apr",1897,"Spring"
"2237",1897-05-28,47.8,5,"May",1897,"Spring"
"2238",1897-06-28,119.6,6,"Jun",1897,"Summer"
"2239",1897-07-28,60.6,7,"Jul",1897,"Summer"
"2240",1897-08-28,149.4,8,"Aug",1897,"Summer"
"2241",1897-09-28,77.3,9,"Sep",1897,"Autumn"
"2242",1897-10-28,90.1,10,"Oct",1897,"Autumn"
"2243",1897-11-28,127.6,11,"Nov",1897,"Autumn"
"2244",1897-12-28,139.9,12,"Dec",1897,"Winter"
"2245",1898-01-28,78.5,1,"Jan",1898,"Winter"
"2246",1898-02-28,79.1,2,"Feb",1898,"Winter"
"2247",1898-03-28,34.1,3,"Mar",1898,"Spring"
"2248",1898-04-28,109.8,4,"Apr",1898,"Spring"
"2249",1898-05-28,89.4,5,"May",1898,"Spring"
"2250",1898-06-28,77.7,6,"Jun",1898,"Summer"
"2251",1898-07-28,31.9,7,"Jul",1898,"Summer"
"2252",1898-08-28,132.8,8,"Aug",1898,"Summer"
"2253",1898-09-28,88.4,9,"Sep",1898,"Autumn"
"2254",1898-10-28,123.5,10,"Oct",1898,"Autumn"
"2255",1898-11-28,122.7,11,"Nov",1898,"Autumn"
"2256",1898-12-28,95.1,12,"Dec",1898,"Winter"
"2257",1899-01-28,133.4,1,"Jan",1899,"Winter"
"2258",1899-02-28,100.1,2,"Feb",1899,"Winter"
"2259",1899-03-28,52.7,3,"Mar",1899,"Spring"
"2260",1899-04-28,98.6,4,"Apr",1899,"Spring"
"2261",1899-05-28,87.8,5,"May",1899,"Spring"
"2262",1899-06-28,60.3,6,"Jun",1899,"Summer"
"2263",1899-07-28,77,7,"Jul",1899,"Summer"
"2264",1899-08-28,67.9,8,"Aug",1899,"Summer"
"2265",1899-09-28,82.4,9,"Sep",1899,"Autumn"
"2266",1899-10-28,57.9,10,"Oct",1899,"Autumn"
"2267",1899-11-28,92.9,11,"Nov",1899,"Autumn"
"2268",1899-12-28,184.8,12,"Dec",1899,"Winter"
"2269",1900-01-28,114.4,1,"Jan",1900,"Winter"
"2270",1900-02-28,108.9,2,"Feb",1900,"Winter"
"2271",1900-03-28,26.1,3,"Mar",1900,"Spring"
"2272",1900-04-28,67.5,4,"Apr",1900,"Spring"
"2273",1900-05-28,79.9,5,"May",1900,"Spring"
"2274",1900-06-28,118.2,6,"Jun",1900,"Summer"
"2275",1900-07-28,75.7,7,"Jul",1900,"Summer"
"2276",1900-08-28,135.3,8,"Aug",1900,"Summer"
"2277",1900-09-28,46.7,9,"Sep",1900,"Autumn"
"2278",1900-10-28,133.9,10,"Oct",1900,"Autumn"
"2279",1900-11-28,166.8,11,"Nov",1900,"Autumn"
"2280",1900-12-28,144.3,12,"Dec",1900,"Winter"
"2281",1901-01-28,108.7,1,"Jan",1901,"Winter"
"2282",1901-02-28,42.9,2,"Feb",1901,"Winter"
"2283",1901-03-28,80.6,3,"Mar",1901,"Spring"
"2284",1901-04-28,81.1,4,"Apr",1901,"Spring"
"2285",1901-05-28,49.1,5,"May",1901,"Spring"
"2286",1901-06-28,75.6,6,"Jun",1901,"Summer"
"2287",1901-07-28,33.3,7,"Jul",1901,"Summer"
"2288",1901-08-28,98.6,8,"Aug",1901,"Summer"
"2289",1901-09-28,133.6,9,"Sep",1901,"Autumn"
"2290",1901-10-28,107.6,10,"Oct",1901,"Autumn"
"2291",1901-11-28,96.4,11,"Nov",1901,"Autumn"
